Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - 電炉鋼ブロック
appliedenergistics2:facade:0, Cable Facade - インフィニティダストブロック
appliedenergistics2:facade:0, Cable Facade - 圧縮インフィニティダストブロック
appliedenergistics2:facade:0, Cable Facade - 重圧縮インフィニティダストブロック
appliedenergistics2:facade:0, Cable Facade - 強化黒曜石
appliedenergistics2:facade:0, Cable Facade - マシンシャーシ（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 機械の面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 機械の上面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 機械の側面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 機械の背面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 四方側面の機械（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 四方背面の機械（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - ソウル系機械の面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - ソウル系機械の上面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - ソウル系機械の側面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - ソウル系機械の背面（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 四方側面のソウル系機械（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 四方背面のソウル系機械（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 赤色の機械（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 壊れたスポナー（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 不可視ブロック（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 合金精錬機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - アイテムバッファ（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 電力バッファ（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 総合バッファ（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - クリエイティブ専用バッファ（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - クラフト装置（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 塗装機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 電力モニター（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 準自生粉砕機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - スライスンスプライス（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - スターリング発電機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 液体タンク（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 加圧式液体タンク（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - トラベルアンカー（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - バキュームチェスト（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 無線充電装置（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 経験値バキューム装置（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 簡易型合金精錬機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 簡易型スターリング発電機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 有線充電装置（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 簡易型準自生粉砕機（装飾ブロック）
appliedenergistics2:facade:0, Cable Facade - 工業用断熱材
appliedenergistics2:facade:0, Cable Facade - 眩惑の爆薬
appliedenergistics2:facade:0, Cable Facade - 震動の爆薬
appliedenergistics2:facade:0, Cable Facade - エンダー爆薬
appliedenergistics2:facade:0, Cable Facade - 粗鋼ブロック
appliedenergistics2:facade:0, Cable Facade - 指向性無線充電アンテナ
appliedenergistics2:facade:0, Cable Facade - オスミウムブロック
appliedenergistics2:facade:0, Cable Facade - 青銅ブロック
appliedenergistics2:facade:0, Cable Facade - 精製黒曜石
appliedenergistics2:facade:0, Cable Facade - 木炭ブロック
appliedenergistics2:facade:0, Cable Facade - 精製グロウストーン
appliedenergistics2:facade:0, Cable Facade - 鋼鉄ブロック
appliedenergistics2:facade:0, Cable Facade - テレポーターフレーム
appliedenergistics2:facade:0, Cable Facade - 鋼鉄ケース
appliedenergistics2:facade:0, Cable Facade - ダイナミックタンク
appliedenergistics2:facade:0, Cable Facade - 構造用ガラス
appliedenergistics2:facade:0, Cable Facade - ダイナミックバルブ
appliedenergistics2:facade:0, Cable Facade - 銅ブロック
appliedenergistics2:facade:0, Cable Facade - 錫ブロック
appliedenergistics2:facade:0, Cable Facade - 加温蒸発濃縮コントローラー
appliedenergistics2:facade:0, Cable Facade - 加温蒸発濃縮バルブ
appliedenergistics2:facade:0, Cable Facade - オスミウム鉱石
appliedenergistics2:facade:0, Cable Facade - 銅鉱石
appliedenergistics2:facade:0, Cable Facade - 錫鉱石
appliedenergistics2:facade:0, Cable Facade - 黒曜石TNT
appliedenergistics2:facade:0, Cable Facade - §8黒色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §c赤色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §2緑色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6茶色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §1青色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §5紫色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §3水色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §7薄灰色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8灰色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d桃色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §a黄緑色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §e黄色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §9空色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d赤紫色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6橙色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §f白色 プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8黒色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §c赤色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §2緑色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6茶色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §1青色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §5紫色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §3水色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §7薄灰色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8灰色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d桃色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §a黄緑色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §e黄色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §9空色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d赤紫色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6橙色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §f白色 滑らかなプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8黒色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §c赤色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §2緑色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6茶色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §1青色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §5紫色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §3水色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §7薄灰色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8灰色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d桃色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §a黄緑色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §e黄色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §9空色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d赤紫色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6橙色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §f白色 輝くプラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8黒色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §c赤色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §2緑色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6茶色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §1青色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §5紫色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §3水色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §7薄灰色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8灰色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d桃色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §a黄緑色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §e黄色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §9空色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §d赤紫色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §6橙色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §f白色 強化プラスチックブロック
appliedenergistics2:facade:0, Cable Facade - §8黒色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §c赤色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §2緑色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §6茶色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §1青色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §5紫色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §3水色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §7薄灰色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §8灰色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §d桃色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §a黄緑色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §e黄色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §9空色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §d赤紫色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §6橙色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - §f白色 プラスチックロード
appliedenergistics2:facade:0, Cable Facade - 塩ブロック
appliedenergistics2:facade:0, Cable Facade - 湧き水の源
appliedenergistics2:facade:0, Cable Facade - 原油の源
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
